,record,category,class,pack,name,altName,id
28,records\item\equipmentarmband\mi_n_goldenskeleton.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_goldenskeleton,,Armbands_Goldenskeleton
29,records\item\equipmentarmor\mi_n_goldenskeleton.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_goldenskeleton,,Armor_Goldenskeleton
30,records\xpack2\item\equipmentweapons\1hranged\mi_n_skeleton.dbr,Thrown,WeaponHunting_RangedOneHand,xpack2,mi_n_skeleton,,Thrown_Skeleton
31,records\item\equipmenthelm\mi_n_gorgon.dbr,Helm,ArmorProtective_Head,Original,mi_n_gorgon,,Helm_Gorgon
32,records\item\equipmentarmband\mi_n_gorgonarcher.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_gorgonarcher,,Armbands_Gorgonarcher
33,records\item\equipmenthelm\mi_n_gorgonarcher.dbr,Helm,ArmorProtective_Head,Original,mi_n_gorgonarcher,,Helm_Gorgonarcher
34,records\item\equipmentarmor\mi_n_gorgonarcher.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_gorgonarcher,,Armor_Gorgonarcher
35,records\item\equipmenthelm\mi_n_gorgonmelee.dbr,Helm,ArmorProtective_Head,Original,mi_n_gorgonmelee,,Helm_Gorgonmelee
36,records\item\equipmentarmor\mi_n_gorgonmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_gorgonmelee,,Armor_Gorgonmelee
37,records\item\equipmentarmband\mi_n_gorgonmelee.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_gorgonmelee,,Armbands_Gorgonmelee
38,records\item\equipmentarmor\mi_n_ichthianmage.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_ichthianmage,,Armor_Ichthianmage
39,records\item\equipmenthelm\mi_n_ichthianmage.dbr,Helm,ArmorProtective_Head,Original,mi_n_ichthianmage,,Helm_Ichthianmage
40,records\item\equipmentweapon\club\mi_n_ichthianmelee.dbr,Mace,WeaponMelee_Mace,Original,mi_n_ichthianmelee,,Mace_Ichthianmelee
41,records\item\equipmentarmor\mi_n_ichthianmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_ichthianmelee,,Armor_Ichthianmelee
42,records\item\equipmentweapon\spear\mi_n_ichthianmelee.dbr,Spear,WeaponHunting_Spear,Original,mi_n_ichthianmelee,,Spear_Ichthianmelee
43,records\item\equipmentarmband\mi_n_jackalmanmage.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_jackalmanmage,,Armbands_Jackalmanmage
44,records\item\equipmenthelm\mi_n_jackalmanmage.dbr,Helm,ArmorProtective_Head,Original,mi_n_jackalmanmage,,Helm_Jackalmanmage
45,records\item\equipmentarmor\mi_n_jackalmanmage.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_jackalmanmage,,Armor_Jackalmanmage
46,records\item\equipmentarmband\mi_n_jackalmanmelee.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_jackalmanmelee,,Armbands_Jackalmanmelee
47,records\item\equipmentarmor\mi_n_jackalmanmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_jackalmanmelee,,Armor_Jackalmanmelee
48,records\xpack2\item\equipmentweapons\1hranged\mi_n_jackalman.dbr,Thrown,WeaponHunting_RangedOneHand,xpack2,mi_n_jackalman,,Thrown_Jackalman
49,records\item\equipmenthelm\mi_n_liche.dbr,Helm,ArmorProtective_Head,Original,mi_n_liche,,Helm_Liche
50,records\item\equipmentweapon\staff\mi_n_liche.dbr,Staff,WeaponMagical_Staff,Original,mi_n_liche,,Staff_Liche
51,records\xpack2\item\equipmentweapons\1hranged\mi_n_maenad.dbr,Thrown,WeaponHunting_RangedOneHand,xpack2,mi_n_maenad,,Thrown_Maenad
52,records\item\equipmentarmband\mi_n_minotaur.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_minotaur,,Armbands_Minotaur
53,records\item\equipmentarmor\mi_n_minotaur.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_minotaur,,Armor_Minotaur
54,records\item\equipmentweapon\axe\mi_n_minotaurlord.dbr,Axe,WeaponMelee_Axe,Original,mi_n_minotaurlord,,Axe_Minotaurlord
55,records\item\equipmenthelm\mi_n_mummy.dbr,Helm,ArmorProtective_Head,Original,mi_n_mummy,,Helm_Mummy
56,records\item\equipmentarmor\mi_n_mummy.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_mummy,,Armor_Mummy
57,records\item\equipmentgreaves\mi_n_mummy.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_mummy,,Greaves_Mummy
58,records\item\equipmentarmband\mi_n_mummy.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_mummy,,Armbands_Mummy
59,records\item\equipmentarmor\mi_n_neanderthalmage.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_neanderthalmage,,Armor_Neanderthalmage
60,records\item\equipmentarmband\mi_n_neanderthalmage.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_neanderthalmage,,Armbands_Neanderthalmage
61,records\item\equipmentgreaves\mi_n_neanderthalmage.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_neanderthalmage,,Greaves_Neanderthalmage
62,records\item\equipmenthelm\mi_n_neanderthalmage.dbr,Helm,ArmorProtective_Head,Original,mi_n_neanderthalmage,,Helm_Neanderthalmage
63,records\item\equipmenthelm\mi_n_neanderthalmelee.dbr,Helm,ArmorProtective_Head,Original,mi_n_neanderthalmelee,,Helm_Neanderthalmelee
64,records\item\equipmentarmor\mi_n_neanderthalmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_neanderthalmelee,,Armor_Neanderthalmelee
65,records\item\equipmentarmband\mi_n_neanderthalmelee.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_neanderthalmelee,,Armbands_Neanderthalmelee
66,records\item\equipmentweapon\axe\mi_n_neanderthalmelee.dbr,Axe,WeaponMelee_Axe,Original,mi_n_neanderthalmelee,,Axe_Neanderthalmelee
67,records\item\equipmentgreaves\mi_n_neanderthalmelee.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_neanderthalmelee,,Greaves_Neanderthalmelee
68,records\item\equipmentarmor\mi_n_ratmanarcher.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_ratmanarcher,,Armor_Ratmanarcher
69,records\item\equipmenthelm\mi_n_ratmanchampion.dbr,Helm,ArmorProtective_Head,Original,mi_n_ratmanchampion,,Helm_Ratmanchampion
70,records\item\equipmentarmband\mi_n_ratmanchampion.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_ratmanchampion,,Armbands_Ratmanchampion
71,records\item\equipmentgreaves\mi_n_ratmanchampion.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_ratmanchampion,,Greaves_Ratmanchampion
72,records\item\equipmentarmor\mi_n_ratmanchampion.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_ratmanchampion,,Armor_Ratmanchampion
73,records\item\equipmentarmor\mi_n_ratmanmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_ratmanmelee,,Armor_Ratmanmelee
74,records\item\equipmentarmband\mi_n_reptilian.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_reptilian,,Armbands_Reptilian
75,records\item\equipmentarmor\mi_n_reptilian.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_reptilian,,Armor_Reptilian
76,records\item\equipmentweapon\bow\mi_n_satyrbrigand.dbr,Bow,WeaponHunting_Bow,Original,mi_n_satyrbrigand,,Bow_Satyrbrigand
77,records\item\equipmentarmor\mi_n_satyrbrute.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_satyrbrute,,Armor_Satyrbrute
78,records\item\equipmentweapon\club\mi_n_satyrguardian.dbr,Mace,WeaponMelee_Mace,Original,mi_n_satyrguardian,,Mace_Satyrguardian
79,records\item\equipmenthelm\mi_n_satyrmage.dbr,Helm,ArmorProtective_Head,Original,mi_n_satyrmage,,Helm_Satyrmage
80,records\item\equipmentweapon\staff\mi_n_satyrmage.dbr,Staff,WeaponMagical_Staff,Original,mi_n_satyrmage,,Staff_Satyrmage
81,records\item\equipmentarmband\mi_n_satyrmage.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_satyrmage,,Armbands_Satyrmage
82,records\item\equipmentarmor\mi_n_telkine.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_telkine,,Armor_Telkine
83,records\item\equipmentarmband\mi_n_telkine.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_telkine,,Armbands_Telkine
84,records\item\equipmentarmor\mi_n_tigermanchampion.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_tigermanchampion,,Armor_Tigermanchampion
85,records\item\equipmentweapon\axe\mi_n_tigermanchampion.dbr,Axe,WeaponMelee_Axe,Original,mi_n_tigermanchampion,,Axe_Tigermanchampion
86,records\item\equipmenthelm\mi_n_tigermanchampion.dbr,Helm,ArmorProtective_Head,Original,mi_n_tigermanchampion,,Helm_Tigermanchampion
87,records\item\equipmentarmor\mi_n_tigermanmage.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_tigermanmage,,Armor_Tigermanmage
88,records\item\equipmenthelm\mi_n_tigermanmage.dbr,Helm,ArmorProtective_Head,Original,mi_n_tigermanmage,,Helm_Tigermanmage
89,records\item\equipmentweapon\sword\mi_n_tigermanmelee.dbr,Sword,WeaponMelee_Sword,Original,mi_n_tigermanmelee,,Sword_Tigermanmelee
90,records\item\equipmentarmor\mi_n_tigermanmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_tigermanmelee,,Armor_Tigermanmelee
91,records\item\equipmentgreaves\mi_n_tigermanmelee.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_tigermanmelee,,Greaves_Tigermanmelee
92,records\item\equipmentarmband\mi_n_tigermanmelee.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_tigermanmelee,,Armbands_Tigermanmelee
93,records\xpack2\item\equipmentweapons\1hranged\mi_n_tigerman.dbr,Thrown,WeaponHunting_RangedOneHand,xpack2,mi_n_tigerman,,Thrown_Tigerman
94,records\item\equipmentshield\mi_n_tropicalarachnos.dbr,Shield,WeaponArmor_Shield,Original,mi_n_tropicalarachnos,,Shield_Tropicalarachnos
95,records\item\equipmentarmband\mi_n_tropicalarachnos.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_tropicalarachnos,,Armbands_Tropicalarachnos
96,records\item\equipmentarmor\mi_n_tropicalarachnos.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_tropicalarachnos,,Armor_Tropicalarachnos
97,records\item\equipmenthelm\mi_n_tropicalarachnos.dbr,Helm,ArmorProtective_Head,Original,mi_n_tropicalarachnos,,Helm_Tropicalarachnos
98,records\item\equipmentarmband\mi_n_wraith.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_wraith,,Armbands_Wraith
99,records\item\equipmentarmor\mi_n_wraith.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_wraith,,Armor_Wraith
100,records\item\equipmentgreaves\mi_n_wraith.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_wraith,,Greaves_Wraith
101,records\item\equipmentarmor\mi_n_yerren.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_yerren,,Armor_Yerren
102,records\item\equipmentgreaves\mi_n_yerren.dbr,Greaves,ArmorProtective_LowerBody,Original,mi_n_yerren,,Greaves_Yerren
103,records\item\equipmentarmband\mi_n_yerren.dbr,Armbands,ArmorProtective_Forearm,Original,mi_n_yerren,,Armbands_Yerren
104,records\xpack\item\equipmentarmor\armband\mi_n_anouranmage.dbr,Armbands,ArmorProtective_Forearm,xpack,mi_n_anouranmage,,Armbands_Anouranmage
105,records\xpack\item\equipmentarmor\greaves\mi_n_anouranmage.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_anouranmage,,Greaves_Anouranmage
106,records\xpack\item\equipmentarmor\torso\mi_n_anouranmage.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_anouranmage,,Armor_Anouranmage
107,records\xpack\item\equipmentweapons\bow\mi_n_anouran.dbr,Bow,WeaponHunting_Bow,xpack,mi_n_anouran,,Bow_Anouran
108,records\xpack\item\equipmentarmor\armband\mi_n_anouranmelee.dbr,Armbands,ArmorProtective_Forearm,xpack,mi_n_anouranmelee,,Armbands_Anouranmelee
109,records\xpack\item\equipmentarmor\torso\mi_n_anouranmelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_anouranmelee,,Armor_Anouranmelee
110,records\xpack\item\equipmentarmor\greaves\mi_n_anouranmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_anouranmelee,,Greaves_Anouranmelee
111,records\xpack\item\equipmentweapons\spear\mi_n_anouran.dbr,Spear,WeaponHunting_Spear,xpack,mi_n_anouran,,Spear_Anouran
112,records\xpack\item\equipmentweapons\sword\mi_n_anouran.dbr,Sword,WeaponMelee_Sword,xpack,mi_n_anouran,,Sword_Anouran
113,records\xpack\item\equipmentweapons\club\mi_n_anteok.dbr,Mace,WeaponMelee_Mace,xpack,mi_n_anteok,,Mace_Anteok
114,records\xpack\item\equipmentarmor\armband\mi_n_empusamage.dbr,Armbands,ArmorProtective_Forearm,xpack,mi_n_empusamage,,Armbands_Empusamage
115,records\xpack\item\equipmentweapons\staff\mi_n_empousa.dbr,Staff,WeaponMagical_Staff,xpack,mi_n_empousa,,Staff_Empousa
116,records\xpack\item\equipmentarmor\torso\mi_n_empusamage.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_empusamage,,Armor_Empusamage
117,records\xpack\item\equipmentarmor\helm\mi_n_empusamage.dbr,Helm,ArmorProtective_Head,xpack,mi_n_empusamage,,Helm_Empusamage
118,records\xpack\item\equipmentarmor\greaves\mi_n_empusamage.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_empusamage,,Greaves_Empusamage
119,records\xpack\item\equipmentarmor\helm\mi_n_formicidmage02.dbr,Helm,ArmorProtective_Head,xpack,mi_n_formicidmage02,,Helm_Formicidmage02
120,records\xpack\item\equipmentarmor\greaves\mi_n_formicidmage02.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_formicidmage02,,Greaves_Formicidmage02
121,records\xpack\item\equipmentarmor\torso\mi_n_formicidmage02.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_formicidmage02,,Armor_Formicidmage02
122,records\xpack\item\equipmentarmor\torso\mi_n_formicidmelee02.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_formicidmelee02,,Armor_Formicidmelee02
123,records\xpack\item\equipmentarmor\greaves\mi_n_formicidmelee02.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_formicidmelee02,,Greaves_Formicidmelee02
124,records\xpack\item\equipmentarmor\helm\mi_n_formicidmelee02.dbr,Helm,ArmorProtective_Head,xpack,mi_n_formicidmelee02,,Helm_Formicidmelee02
125,records\xpack\item\equipmentweapons\axe\mi_n_formicid.dbr,Axe,WeaponMelee_Axe,xpack,mi_n_formicid,,Axe_Formicid
126,records\xpack\item\equipmentarmor\helm\mi_n_formicidmage01.dbr,Helm,ArmorProtective_Head,xpack,mi_n_formicidmage01,,Helm_Formicidmage01
127,records\xpack\item\equipmentarmor\greaves\mi_n_formicidmage01.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_formicidmage01,,Greaves_Formicidmage01
128,records\xpack\item\equipmentarmor\torso\mi_n_formicidmage01.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_formicidmage01,,Armor_Formicidmage01
129,records\xpack\item\equipmentarmor\torso\mi_n_formicidmelee01.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_formicidmelee01,,Armor_Formicidmelee01
130,records\xpack\item\equipmentarmor\greaves\mi_n_formicidmelee01.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_formicidmelee01,,Greaves_Formicidmelee01
131,records\xpack\item\equipmentarmor\helm\mi_n_formicidmelee01.dbr,Helm,ArmorProtective_Head,xpack,mi_n_formicidmelee01,,Helm_Formicidmelee01
132,records\xpack\item\equipmentweapons\shield\mi_n_formicid.dbr,Shield,WeaponArmor_Shield,xpack,mi_n_formicid,,Shield_Formicid
133,records\xpack\item\equipmentarmor\helm\mi_n_gigantesmelee02.dbr,Helm,ArmorProtective_Head,xpack,mi_n_gigantesmelee02,,Helm_Gigantesmelee02
134,records\xpack\item\equipmentarmor\torso\mi_n_gigantesmelee02.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_gigantesmelee02,,Armor_Gigantesmelee02
135,records\xpack\item\equipmentarmor\armband\mi_n_gigantesmelee02.dbr,Armbands,ArmorProtective_Forearm,xpack,mi_n_gigantesmelee02,,Armbands_Gigantesmelee02
136,records\xpack\item\equipmentarmor\greaves\mi_n_gigantesmelee02.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_gigantesmelee02,,Greaves_Gigantesmelee02
137,records\xpack\item\equipmentarmor\torso\mi_n_gigantesmelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_gigantesmelee,,Armor_Gigantesmelee
138,records\xpack\item\equipmentarmor\armband\mi_n_gigantesmelee.dbr,Armbands,ArmorProtective_Forearm,xpack,mi_n_gigantesmelee,,Armbands_Gigantesmelee
139,records\xpack\item\equipmentarmor\helm\mi_n_gigantesmelee01.dbr,Helm,ArmorProtective_Head,xpack,mi_n_gigantesmelee01,,Helm_Gigantesmelee01
140,records\xpack\item\equipmentarmor\greaves\mi_n_gigantesmelee.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_gigantesmelee,,Greaves_Gigantesmelee
141,records\xpack\item\equipmentweapons\club\mi_n_gigantes.dbr,Mace,WeaponMelee_Mace,xpack,mi_n_gigantes,,Mace_Gigantes
142,records\xpack\item\equipmentweapons\shield\mi_n_gigantes.dbr,Shield,WeaponArmor_Shield,xpack,mi_n_gigantes,,Shield_Gigantes
143,records\xpack\item\equipmentarmor\torso\mi_n_keresmelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_keresmelee,,Armor_Keresmelee
144,records\xpack\item\equipmentarmor\helm\mi_n_keresmelee.dbr,Helm,ArmorProtective_Head,xpack,mi_n_keresmelee,,Helm_Keresmelee
145,records\xpack\item\equipmentarmor\armband\mi_n_keresmage.dbr,Armbands,ArmorProtective_Forearm,xpack,mi_n_keresmage,,Armbands_Keresmage
146,records\xpack\item\equipmentarmor\torso\mi_n_keresmage.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_keresmage,,Armor_Keresmage
147,records\xpack\item\equipmentweapons\staff\mi_n_keres.dbr,Staff,WeaponMagical_Staff,xpack,mi_n_keres,,Staff_Keres
148,records\xpack\item\equipmentarmor\greaves\mi_n_keresmage.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_keresmage,,Greaves_Keresmage
149,records\xpack\item\equipmentarmor\helm\mi_n_keresmage.dbr,Helm,ArmorProtective_Head,xpack,mi_n_keresmage,,Helm_Keresmage
150,records\xpack\item\equipmentarmor\armband\mi_n_lamiamelee.dbr,Armbands,ArmorProtective_Forearm,xpack,mi_n_lamiamelee,,Armbands_Lamiamelee
151,records\xpack\item\equipmentarmor\torso\mi_n_lamiamelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_lamiamelee,,Armor_Lamiamelee
152,records\xpack\item\equipmentarmor\helm\mi_n_lamiamelee.dbr,Helm,ArmorProtective_Head,xpack,mi_n_lamiamelee,,Helm_Lamiamelee
153,records\xpack\item\equipmentarmor\helm\mi_n_machaemelee.dbr,Helm,ArmorProtective_Head,xpack,mi_n_machaemelee,,Helm_Machaemelee
154,records\xpack\item\equipmentarmor\torso\mi_n_machaemelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_machaemelee,,Armor_Machaemelee
155,records\xpack\item\equipmentarmor\armband\mi_n_machaemelee.dbr,Armbands,ArmorProtective_Forearm,xpack,mi_n_machaemelee,,Armbands_Machaemelee
156,records\xpack\item\equipmentweapons\axe\mi_n_machae.dbr,Axe,WeaponMelee_Axe,xpack,mi_n_machae,,Axe_Machae
157,records\xpack\item\equipmentarmor\greaves\mi_n_machaemelee.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_machaemelee,Proioxis,Greaves_Proioxis
158,records\xpack2\item\equipmentweapons\1hranged\mi_n_machae.dbr,Thrown,WeaponHunting_RangedOneHand,xpack2,mi_n_machae,Demonic Rippers,Thrown_Demonic_Rippers
159,records\xpack\item\equipmentarmor\armband\mi_n_melinoemage.dbr,Armbands,ArmorProtective_Forearm,xpack,mi_n_melinoemage,Bloodborn Armbands,Armbands_Bloodborn_Armbands
160,records\xpack\item\equipmentarmor\torso\mi_n_melinoemage.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_melinoemage,Bloodborn Girdle,Armor_Bloodborn_Girdle
161,records\xpack\item\equipmentarmor\greaves\mi_n_melinoemage.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_melinoemage,Bloodborn Leggings,Greaves_Bloodborn_Leggings
162,records\xpack\item\equipmentarmor\helm\mi_n_melinoemage.dbr,Helm,ArmorProtective_Head,xpack,mi_n_melinoemage,Bloodborn Visor,Helm_Bloodborn_Visor
163,records\xpack\item\equipmentweapons\sword\mi_n_melinoe.dbr,Sword,WeaponMelee_Sword,xpack,mi_n_melinoe,Khthonion Razor,Sword_Khthonion_Razor
164,records\xpack\item\equipmentweapons\spear\mi_n_melinoe.dbr,Spear,WeaponHunting_Spear,xpack,mi_n_melinoe,Khthonion Spike,Spear_Khthonion_Spike
165,records\xpack\item\equipmentarmor\helm\mi_n_troglodytemelee.dbr,Helm,ArmorProtective_Head,xpack,mi_n_troglodytemelee,Atouk,Helm_Atouk
166,records\xpack\item\equipmentweapons\club\mi_n_troglodyte.dbr,Mace,WeaponMelee_Mace,xpack,mi_n_troglodyte,Folg,Mace_Folg
167,records\xpack\item\equipmentarmor\greaves\mi_n_troglodytemelee.dbr,Greaves,ArmorProtective_LowerBody,xpack,mi_n_troglodytemelee,Gog,Greaves_Gog
168,records\xpack\item\equipmentarmor\armband\mi_n_troglodytemelee.dbr,Armbands,ArmorProtective_Forearm,xpack,mi_n_troglodytemelee,Lar,Armbands_Lar
169,records\xpack2\item\equipmentarmor\helm\mi_n_alfr.dbr,Helm,ArmorProtective_Head,xpack2,mi_n_alfr,Helm of Alfheim,Helm_Helm_Of_Alfheim
170,records\xpack2\item\equipmentarmor\armband\mi_n_alfr.dbr,Armbands,ArmorProtective_Forearm,xpack2,mi_n_alfr,Bracers of Alfheim,Armbands_Bracers_Of_Alfheim
171,records\xpack2\item\equipmentarmor\torso\mi_n_alfr.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_n_alfr,Tunic of Alfheim,Armor_Tunic_Of_Alfheim
172,records\xpack2\item\equipmentarmor\greaves\mi_n_alfr.dbr,Greaves,ArmorProtective_LowerBody,xpack2,mi_n_alfr,Boots of Alfheim,Greaves_Boots_Of_Alfheim
173,records\xpack2\item\equipmentweapons\bow\mi_n_alfr.dbr,Bow,WeaponHunting_Bow,xpack2,mi_n_alfr,Trueshot Bow,Bow_Trueshot_Bow
174,records\xpack2\item\equipmentarmor\helm\mi_n_banditgreek.dbr,Helm,ArmorProtective_Head,xpack2,mi_n_banditgreek,Scironian Helmet,Helm_Scironian_Helmet
175,records\xpack2\item\equipmentarmor\torso\mi_n_banditgreek.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_n_banditgreek,Scironian Armor,Armor_Scironian_Armor
176,records\xpack2\item\equipmentarmor\helm\mi_n_centaur.dbr,Helm,ArmorProtective_Head,xpack2,mi_n_centaur,Outrider's Skullcap,Helm_Outriders_Skullcap
